0.0314159265359 -0.4547133236384 -0.05788665885049   0.5343650105278 -0.06303970268436   
0.09424777960769 -0.4277958599729 -0.1418760967028   0.4737593948095 -0.1545386602976   
0.1570796326795 -0.3884824371554 -0.1816134602537   0.4132649087919 -0.1976973545162   
0.2199114857513 -0.3555964577565 -0.2045025595664   0.3543470581401 -0.2081637411993   
0.2827433388231 -0.3251628169967 -0.2248539881489   0.3603412354396 -0.2492971673275   
0.3455751918949 -0.293341085743 -0.2421456667173   0.3002073031624 -0.2687503908673   
0.4084070449667 -0.2620510528703 -0.2550645132874   0.2474469494709 -0.2784500757083   
0.4712388980385 -0.2332834845615 -0.2638529416506   0.2174739589457 -0.2874300689713   
0.5340707511103 -0.2077362227542 -0.2694352333537   0.1964957181417 -0.2954052266457   
0.5969026041821 -0.1852510820774 -0.2727506942926   0.1735133736339 -0.2994732441581   
0.6597344572539 -0.1653622971139 -0.2745249565195   0.1463008074252 -0.2979567324319   
0.7225663103257 -0.1475969313587 -0.2752562364593   0.1177379324804 -0.2910857174338   
0.7853981633974 -0.1315802105921 -0.2752679403983   0.09176759237463 -0.2803697165522   
0.8482300164692 -0.1170441039031 -0.2747659145403   0.07124098230964 -0.267784727709   
0.911061869541 -0.1038023086048 -0.2738823476255   0.05733752321361 -0.2551858736978   
0.9738937226128 -0.09172133036146 -0.2727050286963   0.04980951421153 -0.2440011200772   
1.036725575685 -0.08069804336513 -0.2712953711698   0.04750045629247 -0.2351385322819   
1.099557428756 -0.07064531385447 -0.2696989553815   0.04884675706953 -0.2290216797322   
1.162389281828 -0.06148410932452 -0.2679514746757   0.05225158707454 -0.2256856687073   
1.2252211349 -0.05313992404839 -0.2660820145633   0.05631516274298 -0.2248900336811   
1.288052987972 -0.04554169191827 -0.264114856836   0.05994607021648 -0.2262241773975   
1.350884841044 -0.03862191256446 -0.2620705040342   0.06238883557917 -0.2291943189065   
1.413716694115 -0.03231720643406 -0.2599663102158   0.06320005169077 -0.2332889217054   
1.476548547187 -0.02656887777082 -0.257816921299   0.06219793174185 -0.2380238671746   
1.539380400259 -0.02132329191383 -0.2556346254285   0.05940233569603 -0.2429705647652   
1.602212253331 -0.01653201491419 -0.2534296586863   0.05497583485702 -0.2477707380958   
1.665044106403 -0.01215173049694 -0.2512104837214   0.04917156934345 -0.2521414465143   
1.727875959474 -0.008143983145011 -0.2489840460986   0.04229040606439 -0.255873394482   
1.790707812546 -0.004474802300131 -0.246756008223   0.03464786578652 -0.2588249746268   
1.853539665618 -0.001114259144626 -0.2445309595203   0.02655012978074 -0.2609139044573   
1.91637151869 0.001964002545933 -0.2423126019858   0.01827786523277 -0.2621078063087   
1.979203371762 0.004783230569953 -0.2401039111471   0.01007641806291 -0.2624146629607   
2.042035224833 0.007364001709556 -0.237907273406   0.002150948505789 -0.2618737559911   
2.104867077905 0.009724619919412 -0.2357246014357   -0.005334772361484 -0.2605474496922   
2.167698930977 0.01188146836269 -0.2335574297619   -0.01225699005687 -0.2585140065739   
2.230530784049 0.01384931363309 -0.2314069928721   -0.01852890021194 -0.2558614972517   
2.293362637121 0.01564156331509 -0.2292742882407   -0.02409657489967 -0.2526827854611   
2.356194490192 0.01727048034993 -0.2271601265623   -0.02893440088129 -0.2490715176058   
2.419026343264 0.01874735859246 -0.225065171314   -0.03304040477813 -0.2451190171626   
2.481858196336 0.02008266470579 -0.2229899695476   -0.0364317259322 -0.2409119708569   
2.544690049408 0.02128615124207 -0.2209349755778   -0.03914040582517 -0.2365307907459   
2.60752190248 0.02236694598696 -0.2189005689925   -0.04120959522029 -0.232048540474   
2.670353755551 0.02333362161434 -0.2168870681893   -0.04269022701471 -0.2275303222657   
2.733185608623 0.02419424992507 -0.2148947404382   -0.04363816835232 -0.2230330317743   
2.796017461695 0.02495644370617 -0.2129238092871   -0.04411183796587 -0.2186053993761   
2.858849314767 0.02562738923925 -0.2109744599688   -0.04417025997212 -0.2142882479927   
2.921681167839 0.02621387169485 -0.2090468433364   -0.04387151442619 -0.2101149084797   
2.98451302091 0.02672229545373 -0.2071410787381   -0.04327154098157 -0.206111743709   
3.047344873982 0.02715870064225 -0.2052572561499   -0.04242324925951 -0.2022987415138   
3.110176727054 0.02752877731924 -0.2033954378089   -0.04137589196668 -0.1986901446104   
3.173008580126 0.02783787799399 -0.2015556595282   -0.04017465796943 -0.1952950924666   
3.235840433197 0.02809102928139 -0.1997379318244   -0.03886044698908 -0.1921182559113   
3.298672286269 0.02829294308016 -0.1979422409506   -0.03746979081892 -0.1891604501702   
3.361504139341 0.02844802769135 -0.1961685498995   -0.03603489072269 -0.1864192160403   
3.424335992413 0.02856039893908 -0.1944167994158   -0.03458374397982 -0.183889362221   
3.487167845485 0.02863389157511 -0.1926869090409   -0.03314033730894 -0.1815634644567   
3.549999698556 0.02867207086485 -0.1909787782025   -0.03172488766986 -0.1794323192521   
3.612831551628 0.02867824446834 -0.1892922873485   -0.03035411484448 -0.1774853515458   
3.6756634047 0.02865547449463 -0.1876272991242   -0.02904153260293 -0.1757109769706   
3.738495257772 0.02860658969571 -0.1859836595812   -0.02779774806671 -0.1740969202502   
3.801327110844 0.02853419777331 -0.1843611994105   -0.02663076111525 -0.1726304919342   
3.864158963915 0.02844069764354 -0.1827597351875   -0.02554625737425 -0.1712988261187   
3.926990816987 0.02832829162701 -0.1811790706165   -0.02454788993743 -0.1700890820735   
3.989822670059 0.02819899749097 -0.1796189977649   -0.02363754655933 -0.1689886128349   
4.052654523131 0.02805466024127 -0.1780792982757   -0.02281559974615 -0.167985103862   
4.115486376203 0.02789696365051 -0.1765597445502   -0.022081138473 -0.1670666848088   
4.178318229274 0.02772744139201 -0.1750601008925   -0.02143218050856 -0.1662220173692   
4.241150082346 0.02754748782671 -0.1735801246082   -0.02086586547152 -0.1654403620064   
4.303981935418 0.02735836834401 -0.172119567054   -0.02037862864171 -0.1647116262103   
4.36681378849 0.02716122921999 -0.1706781746328   -0.0199663561243 -0.1640263967425   
4.429645641562 0.02695710703232 -0.169255689731   -0.01962452232709 -0.1633759581274   
4.492477494633 0.02674693755364 -0.1678518515972   -0.01934831059525 -0.1627522994557   
4.555309347705 0.02653156415916 -0.1664663971608   -0.01913271819221 -0.1621481113663   
4.618141200777 0.02631174572384 -0.1650990617897   -0.01897264679349 -0.1615567748852   
4.680973053849 0.02608816402781 -0.163749579989   -0.01886297963629 -0.1609723436174   
4.743804906921 0.02586143066362 -0.1624176860407   -0.01879864658992 -0.1603895206175   
4.806636759992 0.0256320934785 -0.1611031145858   -0.01877467826837 -0.1598036311043   
4.869468613064 0.02540064253481 -0.1598056011521   -0.01878625031003 -0.1592105920379   
4.932300466136 0.02516751563439 -0.1585248826291   -0.01882871890123 -0.1586068794417   
4.995132319208 0.02493310341909 -0.1572606976917   -0.018897648592 -0.1579894942274   
5.05796417228 0.02469775404834 -0.1560127871778   -0.01898883324398 -0.1573559271728   
5.120796025351 0.02446177750452 -0.1547808944198   -0.0190983110934 -0.1567041235967   
5.183627878423 0.02422544952293 -0.1535647655349   -0.01922237463557 -0.1560324481908   
5.246459731495 0.02398901518053 -0.152364149676   -0.01935757611557 -0.1553396503845   
5.309291584567 0.02375269216623 -0.1511787992465   -0.01950072925133 -0.154624830551   
5.372123437639 0.02351667374289 -0.1500084700819   -0.01964890779883 -0.1538874072999   
5.43495529071 0.02328113143359 -0.1488529215998   -0.01979944147991 -0.1531270860476   
5.497787143782 0.02304621745206 -0.1477119169231   -0.01994990976794 -0.1523438290097   
5.560618996854 0.02281206688522 -0.1465852229763   -0.02009813390986 -0.1515378267214   
5.623450849926 0.02257879965645 -0.1454726105597   -0.02024216759048 -0.1507094711525   
5.686282702998 0.02234652229156 -0.1443738544016   -0.02038028655042 -0.1498593304601   
5.749114556069 0.02211532949345 -0.1432887331928   -0.02051097743498 -0.1489881253923   
5.811946409141 0.02188530554142 -0.1422170296034   -0.0206329261036 -0.1480967073392   
5.874778262213 0.021656525549 -0.1411585302854   -0.02074500563983 -0.1471860380071   
5.937610115285 0.02142905656663 -0.1401130258612   -0.02084626420625 -0.1462571706819   
6.000441968357 0.02120295856434 -0.1390803109016   -0.02093591291264 -0.1453112330323   
6.063273821428 0.02097828529723 -0.1380601838931   -0.02101331380943 -0.1443494113982   
6.1261056745 0.02075508506529 -0.137052447196   -0.02107796812038 -0.1433729365019   
6.188937527572 0.02053340138219 -0.1360569069966   -0.0211295047888 -0.1423830705135   
6.251769380644 0.0203132735554 -0.1350733732511   -0.02116766940131 -0.1413810954016   
6.314601233715 0.02009473719824 -0.1341016596256   -0.02119231355401 -0.140368302496   
6.377433086787 0.0198778246658 -0.1331415834312   -0.02120338467745 -0.1393459831893   
6.440264939859 0.01966256544036 -0.1321929655553   -0.02120091637295 -0.1383154207039   
6.503096792931 0.01944898645738 -0.131255630391   -0.02118501925868 -0.1372778828526   
