0.0314159 -0.454713 -0.0578867  6.07046 -0.238972  0.534365 -0.0630397  -0.844356 -0.157917  
0.0942478 -0.427796 -0.141876  6.03199 -0.54656  0.473759 -0.154539  -0.882932 -0.449861  
0.15708 -0.388482 -0.181613  6.00248 -0.769888  0.413265 -0.197697  -0.903852 -0.675625  
0.219911 -0.355596 -0.204503  6.00996 -0.933575  0.354347 -0.208164  -0.998423 -0.888869  
0.282743 -0.325163 -0.224854  5.96834 -1.08727  0.360341 -0.249297  -0.719609 -0.908404  
0.345575 -0.293341 -0.242146  5.90558 -1.25445  0.300207 -0.26875  -0.696403 -1.22455  
0.408407 -0.262051 -0.255065  5.83034 -1.4198  0.247447 -0.27845  -0.64322 -1.51654  
0.471239 -0.233283 -0.263853  5.74451 -1.57117  0.217474 -0.28743  -0.531216 -1.65247  
0.534071 -0.207736 -0.269435  5.65124 -1.7045  0.196496 -0.295405  -0.404257 -1.71633  
0.596903 -0.185251 -0.272751  5.55337 -1.82  0.173513 -0.299473  -0.275564 -1.80364  
0.659734 -0.165362 -0.274525  5.45247 -1.91937  0.146301 -0.297957  -0.142696 -1.94741  
0.722566 -0.147597 -0.275256  5.34919 -2.00433  0.117738 -0.291086  -0.00284523 -2.13844  
0.785398 -0.13158 -0.275268  5.24399 -2.07627  0.0917676 -0.28037  0.137907 -2.35117  
0.84823 -0.117044 -0.274766  5.13747 -2.13618  0.071241 -0.267785  0.262423 -2.55935  
0.911062 -0.103802 -0.273882  5.0305 -2.18492  0.0573375 -0.255186  0.348816 -2.74227  
0.973894 -0.0917213 -0.272705  4.92411 -2.22328  0.0498095 -0.244001  0.380949 -2.88401  
1.03673 -0.080698 -0.271295  4.81935 -2.25213  0.0475005 -0.235139  0.356941 -2.97146  
1.09956 -0.0706453 -0.269699  4.71718 -2.27239  0.0488468 -0.229022  0.291329 -2.99614  
1.16239 -0.0614841 -0.267951  4.61837 -2.285  0.0522516 -0.225686  0.209559 -2.95871  
1.22522 -0.0531399 -0.266082  4.52346 -2.29092  0.0563152 -0.22489  0.137803 -2.87054  
1.28805 -0.0455417 -0.264115  4.43279 -2.29106  0.0599461 -0.226224  0.0943775 -2.74982  
1.35088 -0.0386219 -0.262071  4.3465 -2.28625  0.0623888 -0.229194  0.0870326 -2.61507  
1.41372 -0.0323172 -0.259966  4.26459 -2.27726  0.0632001 -0.233289  0.115197 -2.48048  
1.47655 -0.0265689 -0.257817  4.18696 -2.26475  0.0621979 -0.238024  0.173806 -2.35457  
1.53938 -0.0213233 -0.255635  4.11345 -2.24929  0.0594023 -0.242971  0.256333 -2.24104  
1.60221 -0.016532 -0.25343  4.04383 -2.23139  0.0549758 -0.247771  0.356444 -2.14043  
1.66504 -0.0121517 -0.25121  3.97789 -2.21145  0.0491716 -0.252141  0.468643 -2.05165  
1.72788 -0.00814398 -0.248984  3.91539 -2.18986  0.0422904 -0.255873  0.588391 -1.97295  
1.79071 -0.0044748 -0.246756  3.85614 -2.16691  0.0346479 -0.258825  0.712029 -1.90258  
1.85354 -0.00111426 -0.244531  3.79991 -2.14286  0.0265501 -0.260914  0.836652 -1.83911  
1.91637 0.001964 -0.242313  3.74653 -2.11796  0.0182779 -0.262108  0.959997 -1.78149  
1.9792 0.00478323 -0.240104  3.69583 -2.09239  0.0100764 -0.262415  1.08034 -1.72909  
2.04204 0.007364 -0.237907  3.64766 -2.06633  0.00215095 -0.261874  1.19643 -1.68163  
2.10487 0.00972462 -0.235725  3.60187 -2.03993  -0.00533477 -0.260547  1.30736 -1.63905  
2.1677 0.0118815 -0.233557  3.55835 -2.01331  -0.012257 -0.258514  1.41255 -1.60144  
2.23053 0.0138493 -0.231407  3.51698 -1.98659  -0.0185289 -0.255861  1.51165 -1.569  
2.29336 0.0156416 -0.229274  3.47766 -1.95988  -0.0240966 -0.252683  1.60445 -1.54192  
2.35619 0.0172705 -0.22716  3.44029 -1.93325  -0.0289344 -0.249072  1.69087 -1.52038  
2.41903 0.0187474 -0.225065  3.40477 -1.90679  -0.0330404 -0.245119  1.7709 -1.50447  
2.48186 0.0200827 -0.22299  3.37102 -1.88056  -0.0364317 -0.240912  1.84455 -1.49422  
2.54469 0.0212862 -0.220935  3.33895 -1.85461  -0.0391404 -0.236531  1.91185 -1.48957  
2.60752 0.0223669 -0.218901  3.3085 -1.82899  -0.0412096 -0.232049  1.97281 -1.49033  
2.67035 0.0233336 -0.216887  3.27958 -1.80373  -0.0426902 -0.22753  2.02747 -1.49622  
2.73319 0.0241942 -0.214895  3.25211 -1.77888  -0.0436382 -0.223033  2.07582 -1.50686  
2.79602 0.0249564 -0.212924  3.22603 -1.75444  -0.0441118 -0.218605  2.11788 -1.52176  
2.85885 0.0256274 -0.210974  3.20126 -1.73045  -0.0441703 -0.214288  2.15367 -1.54035  
2.92168 0.0262139 -0.209047  3.17774 -1.70691  -0.0438715 -0.210115  2.18325 -1.56197  
2.98451 0.0267223 -0.207141  3.15539 -1.68383  -0.0432715 -0.206112  2.20671 -1.5859  
3.04734 0.0271587 -0.205257  3.13417 -1.66122  -0.0424232 -0.202299  2.22419 -1.61137  
3.11018 0.0275288 -0.203395  3.114 -1.63908  -0.0413759 -0.19869  2.23589 -1.63758  
3.17301 0.0278379 -0.201556  3.09483 -1.6174  -0.0401747 -0.195295  2.24211 -1.66374  
3.23584 0.028091 -0.199738  3.07659 -1.59618  -0.0388604 -0.192118  2.24318 -1.68905  
3.29867 0.0282929 -0.197942  3.05924 -1.57542  -0.0374698 -0.18916  2.23954 -1.71278  
3.3615 0.028448 -0.196169  3.04271 -1.55511  -0.0360349 -0.186419  2.23166 -1.73425  
3.42434 0.0285604 -0.194417  3.02697 -1.53523  -0.0345837 -0.183889  2.2201 -1.75286  
3.48717 0.0286339 -0.192687  3.01196 -1.51578  -0.0331403 -0.181563  2.20542 -1.7681  
3.55 0.0286721 -0.190979  2.99763 -1.49675  -0.0317249 -0.179432  2.18824 -1.77957  
3.61283 0.0286782 -0.189292  2.98395 -1.47811  -0.0303541 -0.177485  2.16917 -1.78696  
3.67566 0.0286555 -0.187627  2.97086 -1.45987  -0.0290415 -0.175711  2.1488 -1.79011  
3.7385 0.0286066 -0.185984  2.95834 -1.442  -0.0277977 -0.174097  2.1277 -1.78892  
3.80133 0.0285342 -0.184361  2.94634 -1.4245  -0.0266308 -0.17263  2.10642 -1.78339  
3.86416 0.0284407 -0.18276  2.93483 -1.40735  -0.0255463 -0.171299  2.08543 -1.77364  
3.92699 0.0283283 -0.181179  2.92377 -1.39054  -0.0245479 -0.170089  2.06516 -1.75981  
3.98982 0.028199 -0.179619  2.91315 -1.37406  -0.0236375 -0.168989  2.04597 -1.74215  
4.05265 0.0280547 -0.178079  2.90292 -1.3579  -0.0228156 -0.167985  2.02815 -1.7209  
4.11549 0.027897 -0.17656  2.89306 -1.34204  -0.0220811 -0.167067  2.01195 -1.69639  
4.17832 0.0277274 -0.17506  2.88355 -1.32647  -0.0214322 -0.166222  1.99755 -1.66893  
4.24115 0.0275475 -0.17358  2.87436 -1.3112  -0.0208659 -0.16544  1.98506 -1.63884  
4.30398 0.0273584 -0.17212  2.86548 -1.29619  -0.0203786 -0.164712  1.97457 -1.60648  
4.36681 0.0271612 -0.170678  2.85688 -1.28146  -0.0199664 -0.164026  1.96611 -1.57216  
4.42965 0.0269571 -0.169256  2.84854 -1.26698  -0.0196245 -0.163376  1.95967 -1.53621  
4.49248 0.0267469 -0.167852  2.84046 -1.25275  -0.0193483 -0.162752  1.95521 -1.49893  
4.55531 0.0265316 -0.166466  2.8326 -1.23877  -0.0191327 -0.162148  1.95269 -1.46061  
4.61814 0.0263117 -0.165099  2.82497 -1.22502  -0.0189726 -0.161557  1.95202 -1.42152  
4.68097 0.0260882 -0.16375  2.81755 -1.2115  -0.018863 -0.160972  1.95311 -1.38192  
4.7438 0.0258614 -0.162418  2.81031 -1.19821  -0.0187986 -0.16039  1.95586 -1.34202  
4.80664 0.0256321 -0.161103  2.80327 -1.18513  -0.0187747 -0.159804  1.96017 -1.30204  
4.86947 0.0254006 -0.159806  2.7964 -1.17226  -0.0187863 -0.159211  1.96592 -1.26217  
4.9323 0.0251675 -0.158525  2.7897 -1.15961  -0.0188287 -0.158607  1.973 -1.22257  
4.99513 0.0249331 -0.157261  2.78315 -1.14715  -0.0188976 -0.157989  1.9813 -1.18341  
5.05796 0.0246978 -0.156013  2.77676 -1.1349  -0.0189888 -0.157356  1.9907 -1.14482  
5.1208 0.0244618 -0.154781  2.77052 -1.12284  -0.0190983 -0.156704  2.00111 -1.10692  
5.18363 0.0242254 -0.153565  2.76441 -1.11097  -0.0192224 -0.156032  2.01243 -1.06982  
5.24646 0.023989 -0.152364  2.75844 -1.09929  -0.0193576 -0.15534  2.02455 -1.03362  
5.30929 0.0237527 -0.151179  2.7526 -1.0878  -0.0195007 -0.154625  2.03738 -0.998385  
5.37212 0.0235167 -0.150008  2.74689 -1.07649  -0.0196489 -0.153887  2.05085 -0.964198  
5.43496 0.0232811 -0.148853  2.74131 -1.06536  -0.0197994 -0.153127  2.06486 -0.931118  
5.49779 0.0230462 -0.147712  2.73584 -1.05441  -0.0199499 -0.152344  2.07934 -0.899197  
5.56062 0.0228121 -0.146585  2.73049 -1.04363  -0.0200981 -0.151538  2.09422 -0.868478  
5.62345 0.0225788 -0.145473  2.72525 -1.03303  -0.0202422 -0.150709  2.10945 -0.838998  
5.68628 0.0223465 -0.144374  2.72013 -1.02259  -0.0203803 -0.149859  2.12494 -0.810785  
5.74911 0.0221153 -0.143289  2.71512 -1.01233  -0.020511 -0.148988  2.14066 -0.783863  
5.81195 0.0218853 -0.142217  2.71022 -1.00223  -0.0206329 -0.148097  2.15654 -0.758248  
5.87478 0.0216565 -0.141159  2.70543 -0.992298  -0.020745 -0.147186  2.17254 -0.733954  
