0.0314159 0.513972 -0.0670473  2.40153 -0.0369127  -0.465951 -0.99258  2.53455 -0.111698  -0.29411 -0.105693  3.25024 -0.0471907  
0.0942478 0.49644 -0.0975646  2.39396 -0.102765  -0.295161 -0.910726  2.53447 -0.243018  -0.282091 -0.118212  3.2544 -0.138405  
0.15708 0.478385 -0.123344  2.38859 -0.157513  -0.2122 -0.828142  2.53355 -0.337095  -0.274728 -0.126707  3.25879 -0.216356  
0.219911 0.460959 -0.144364  2.38746 -0.201314  -0.16123 -0.760474  2.53475 -0.414183  -0.267523 -0.135346  3.25455 -0.301724  
0.282743 0.441368 -0.164786  2.38843 -0.25578  -0.125321 -0.704302  2.53589 -0.482493  -0.261219 -0.141734  3.25712 -0.36459  
0.345575 0.421665 -0.181263  2.3886 -0.304973  -0.0991123 -0.656387  2.53797 -0.545213  -0.254536 -0.148078  3.25593 -0.430241  
0.408407 0.40247 -0.194115  2.38737 -0.348224  -0.0796811 -0.615091  2.54135 -0.603246  -0.247451 -0.154239  3.25177 -0.498131  
0.471239 0.38387 -0.204326  2.3856 -0.388345  -0.0650575 -0.579291  2.54599 -0.65693  -0.240243 -0.159764  3.24769 -0.563425  
0.534071 0.365899 -0.212576  2.38421 -0.427135  -0.0538697 -0.548053  2.55166 -0.706572  -0.233118 -0.164472  3.24542 -0.623687  
0.596903 0.348623 -0.219231  2.38359 -0.46515  -0.0451655 -0.520596  2.55811 -0.752523  -0.226174 -0.168391  3.24524 -0.678611  
0.659734 0.332117 -0.224502  2.38374 -0.502298  -0.0382856 -0.49628  2.56512 -0.795137  -0.219444 -0.171641  3.24666 -0.728818  
0.722566 0.316443 -0.228538  2.38444 -0.538296  -0.032771 -0.474589  2.57255 -0.834736  -0.21293 -0.174348  3.24897 -0.775103  
0.785398 0.301636 -0.231481  2.38543 -0.572898  -0.028298 -0.455113  2.58026 -0.871587  -0.206626 -0.176619  3.25153 -0.818124  
0.84823 0.287705 -0.23347  2.38646 -0.605961  -0.0246348 -0.437525  2.58819 -0.905902  -0.200527 -0.17853  3.2539 -0.85834  
0.911062 0.274634 -0.234645  2.38741 -0.63744  -0.0216121 -0.421561  2.59628 -0.937848  -0.194628 -0.180136  3.25582 -0.896032  
0.973894 0.262393 -0.235137  2.38821 -0.667359  -0.0191034 -0.407008  2.60451 -0.967557  -0.188929 -0.181474  3.25721 -0.931361  
1.03673 0.25094 -0.235069  2.38887 -0.69578  -0.0170122 -0.393687  2.61287 -0.995136  -0.183431 -0.18257  3.25809 -0.964419  
1.09956 0.240228 -0.23455  2.38946 -0.722783  -0.0152634 -0.38145  2.62135 -1.02068  -0.178135 -0.183445  3.25854 -0.995266  
1.16239 0.230206 -0.233671  2.39006 -0.748447  -0.0137973 -0.370171  2.62994 -1.04427  -0.173041 -0.184115  3.25868 -1.02395  
1.22522 0.220826 -0.232511  2.39077 -0.772845  -0.0125658 -0.359742  2.63864 -1.06599  -0.168149 -0.184596  3.25864 -1.05052  
1.28805 0.212037 -0.231135  2.39168 -0.796036  -0.0115298 -0.35007  2.64743 -1.08593  -0.163455 -0.184904  3.25852 -1.07505  
1.35088 0.203794 -0.229595  2.39287 -0.818074  -0.0106567 -0.341073  2.6563 -1.10417  -0.158957 -0.185052  3.25842 -1.09759  
1.41372 0.196054 -0.227933  2.39441 -0.838999  -0.00991971 -0.332682  2.66523 -1.12079  -0.154648 -0.185057  3.2584 -1.11824  
1.47655 0.188777 -0.226182  2.39635 -0.858847  -0.00929613 -0.324834  2.67421 -1.13589  -0.150523 -0.184932  3.2585 -1.13708  
1.53938 0.181927 -0.224367  2.3987 -0.877647  -0.00876702 -0.317473  2.68321 -1.14955  -0.146576 -0.184692  3.25876 -1.1542  
1.60221 0.175472 -0.222509  2.40149 -0.895425  -0.00831643 -0.310553  2.6922 -1.16187  -0.142797 -0.184349  3.25918 -1.1697  
1.66504 0.16938 -0.220624  2.40471 -0.912208  -0.00793087 -0.304031  2.70117 -1.17292  -0.139179 -0.183916  3.25976 -1.18365  
1.72788 0.163624 -0.218722  2.40834 -0.92802  -0.00759901 -0.297868  2.71008 -1.18281  -0.135714 -0.183406  3.26047 -1.19616  
1.79071 0.15818 -0.216812  2.41235 -0.942889  -0.00731127 -0.292033  2.71891 -1.1916  -0.132394 -0.182827  3.26128 -1.20732  
1.85354 0.153025 -0.214903  2.41671 -0.956841  -0.00705962 -0.286494  2.72764 -1.19939  -0.12921 -0.182191  3.26218 -1.21719  
1.91637 0.148138 -0.212997  2.42139 -0.969905  -0.00683732 -0.281227  2.73625 -1.20624  -0.126154 -0.181505  3.26312 -1.22588  
1.9792 0.1435 -0.2111  2.42634 -0.982111  -0.00663873 -0.276208  2.74471 -1.21223  -0.123218 -0.180778  3.26407 -1.23344  
2.04204 0.139094 -0.209213  2.43151 -0.993492  -0.00645916 -0.271416  2.75301 -1.21743  -0.120396 -0.180015  3.26501 -1.23996  
2.10487 0.134905 -0.20734  2.43688 -1.00408  -0.00629473 -0.266833  2.76113 -1.2219  -0.11768 -0.179223  3.26589 -1.2455  
2.1677 0.130918 -0.205481  2.4424 -1.01391  -0.00614223 -0.262443  2.76905 -1.2257  -0.115063 -0.178407  3.26669 -1.25013  
2.23053 0.12712 -0.203638  2.44803 -1.02301  -0.00599903 -0.258232  2.77676 -1.22887  -0.11254 -0.177571  3.26738 -1.2539  
2.29336 0.123499 -0.201813  2.45374 -1.03142  -0.005863 -0.254185  2.78425 -1.23148  -0.110105 -0.176718  3.26796 -1.25688  
2.35619 0.120043 -0.200005  2.4595 -1.03916  -0.00573244 -0.250291  2.79152 -1.23356  -0.107752 -0.175851  3.26838 -1.25912  
2.41903 0.116743 -0.198215  2.46529 -1.04628  -0.00560596 -0.246541  2.79856 -1.23516  -0.105476 -0.174974  3.26866 -1.26068  
