#x	y
##Ref:PHYSICAL REVIEW B 69, 195105 2004
-1.804	0.153
-1.400	0.315
-1.200	0.373
-0.804	0.484
-0.199	0.616
0.209	0.698
1.002	0.839
1.606	0.935
1.902	0.981

