0.0314159265359 0.5103596441072 -0.06323438346424   -0.4282160148685 -1.032324747152   -0.2861685662761 -0.1079121844118   
0.09424777960769 0.4958270036439 -0.09503937285449   -0.2867494079484 -0.9092111625408   -0.279790465413 -0.1172215213084   
0.1570796326795 0.4785488755615 -0.122953390485   -0.2071045296941 -0.8210011217111   -0.2733932815866 -0.1255311374448   
0.2199114857513 0.4579945585244 -0.1482407869252   -0.1581203665884 -0.7524027570456   -0.2672796367227 -0.1333257420906   
0.2827433388231 0.4374691477886 -0.1665090273868   -0.1231354437685 -0.6964937749273   -0.2603807212706 -0.1411114217079   
0.3455751918949 0.4175376971191 -0.1814147326572   -0.09762374447938 -0.6502170950483   -0.2533436754005 -0.1477166662655   
0.4084070449667 0.3982553460205 -0.1939404400018   -0.0787375302167 -0.6108907418745   -0.246408198664 -0.153319115528   
0.4712388980385 0.3796352352549 -0.2042520119225   -0.06447544988437 -0.5766837290523   -0.2395865792532 -0.1582528057018   
0.5340707511103 0.3617163106136 -0.2125036861485   -0.0534920391052 -0.5464687108877   -0.2328487351812 -0.1626916913662   
0.5969026041821 0.3445524509289 -0.2189383672552   -0.04489665258103 -0.5195409684745   -0.2261825219214 -0.1666847118721   
0.6597344572539 0.3281945558033 -0.2238333342504   -0.03809004948334 -0.4954199990496   -0.2195992921379 -0.1702298856831   
0.7225663103257 0.312679411301 -0.2274517964341   -0.03265511294413 -0.4737409925082   -0.2131247458536 -0.1733191724556   
0.7853981633974 0.2980254367617 -0.2300212423741   -0.02828993217272 -0.4542026697992   -0.2067893792532 -0.1759563322694   
0.8482300164692 0.2842328943092 -0.2317295413548   -0.02476813010512 -0.4365442901337   -0.200622043055 -0.1781599453932   
0.911061869541 0.2712863994121 -0.2327291001137   -0.02191527802871 -0.4205360258078   -0.1946465272696 -0.1799603166881   
0.9738937226128 0.2591582940116 -0.2331433745524   -0.01959446803284 -0.4059747651999   -0.1888802801096 -0.1813948599819   
1.036725575685 0.2478120625872 -0.2330731345843   -0.0176970526525 -0.3926817581362   -0.1833344065773 -0.1825039325798   
1.099557428756 0.237205384057 -0.2326015928996   -0.01613634290896 -0.3805006735299   -0.1780143325208 -0.1833277346778   
1.162389281828 0.2272926628326 -0.231798295849   -0.01484306237271 -0.3692956148937   -0.1729207450775 -0.1839042873867   
1.2252211349 0.2180270182298 -0.2307219682687   -0.01376190399355 -0.3589490345691   -0.1680505852191 -0.1842682877848   
1.288052987972 0.2093617790175 -0.2294225685128   -0.01284882737375 -0.3493596175412   -0.1633979726136 -0.1844505997409   
1.350884841044 0.2012515565014 -0.2279427837348   -0.01206888940757 -0.3404402254159   -0.1589550107474 -0.1844781684861   
1.413716694115 0.193652975723 -0.2263191433472   -0.01139448098072 -0.3321159719655   -0.1547124558319 -0.1843741952565   
1.476548547187 0.1865251380692 -0.2245828774455   -0.01080388641331 -0.3243224742428   -0.1506602539481 -0.1841584550715   
1.539380400259 0.179829879624 -0.2227606057278   -0.01028010563672 -0.3170042991635   -0.1467879603199 -0.1838476789126   
1.602212253331 0.1735318779809 -0.2208749122334   -0.009809892769056 -0.3101136077489   -0.1430850568927 -0.183455950141   
1.665044106403 0.1675986500871 -0.2189448404704   -0.009382974614703 -0.3036089877435   -0.1395411870392 -0.1829950852419   
1.727875959474 0.1620004742992 -0.2169863298995   -0.008991417909807 -0.2974544587542   -0.136146322407 -0.1824749826914   
1.790707812546 0.1567102622078 -0.2150126062128   -0.008629119783239 -0.2916186310199   -0.1328908765865 -0.1819039326682   
1.853539665618 0.1517033993209 -0.2130345327249   -0.008291399650236 -0.2860739982087   -0.129765777331 -0.1812888858885   
1.91637151869 0.1469575688731 -0.2110609272778   -0.007974674084793 -0.2807963453605   -0.1267625068674 -0.1806356830987   
1.979203371762 0.1424525689734 -0.2090988475124   -0.00767619960587 -0.2757642546035   -0.1238731188398 -0.1799492485146   
2.042035224833 0.1381701303056 -0.2071538466167   -0.007393870231272 -0.2709586931542   -0.1210902374486 -0.1792337512678   
2.104867077905 0.13409373936 -0.2052302013669   -0.007126059427907 -0.2663626700922   -0.1184070443359 -0.1784927391155   
2.167698930977 0.1302084704018 -0.2033311142148   -0.006871497543226 -0.2619609503163   -0.1158172567584 -0.1777292485019   
2.230530784049 0.1265008281459 -0.2014588912028   -0.006629177540092 -0.2577398158618   -0.1133151000463 -0.1769458947248   
2.293362637121 0.122958602136 -0.1996150975401   -0.006398283230931 -0.2536868663314   -0.1108952767292 -0.1761449455319   
2.356194490192 0.1195707332235 -0.1978006927092   -0.006178135204044 -0.2497908515727   -0.1085529339224 -0.17532838103   
2.419026343264 0.1163271920398 -0.1960161469789   -0.005968150561124 -0.2460415309118   -0.1062836301504 -0.1744979423631   
2.481858196336 0.1132188690642 -0.1942615411651   -0.005767813444154 -0.2424295542523   -0.1040833026396 -0.1736551712264   
2.544690049408 0.1102374756421 -0.1925366514249   -0.005576653833868 -0.2389463611874   -0.1019482355804 -0.1728014419331   
2.60752190248 0.1073754552967 -0.1908410207764   -0.005394232690767 -0.2355840949665   -0.09987502990862 -0.1719379874553   
2.670353755551 0.1046259044713 -0.1891740189343   -0.005220131843499 -0.232335528736   -0.09786057471885 -0.1710659205998   
2.733185608623 0.1019825019618 -0.1875348919328   -0.005053947454542 -0.2291940019461   -0.09590202062126 -0.1701862512685   
2.796017461695 0.09943944618133 -0.1859228028793   -0.004895286092006 -0.2261533652045   -0.09399675501019 -0.1692999005693   
2.858849314767 0.09699139955231 -0.1843368650616   -0.004743762638253 -0.2232079321737   -0.09214237923426 -0.1684077124007   
2.921681167839 0.09463343925772 -0.1827761685015   -0.004598999534339 -0.2203524373677   -0.0903366877197 -0.1675104630065   
2.98451302091 0.09236101370641 -0.181239800933   -0.004460626870063 -0.2175819989142   -0.08857764888277 -0.1666088689031   
3.047344873982 0.09016990405795 -0.1797268640667   -0.004328283039918 -0.2148920855165   -0.08686338778655 -0.1657035934982   
3.110176727054 0.08805619028514 -0.1782364859009   -0.004201615683167 -0.2122784869908   -0.08519217040574 -0.1647952526566   
3.173008580126 0.08601622121183 -0.1767678297385   -0.004080282781122 -0.2097372878639   -0.08356238942766 -0.1638844194171   
3.235840433197 0.084046588091 -0.1753201004864   -0.003963953763102 -0.2072648436064   -0.08197255145683 -0.1629716280214   
3.298672286269 0.08214410129847 -0.1738925487318   -0.003852310520211 -0.2048577591536   -0.08042126546825 -0.162057377384   
3.361504139341 0.08030576976939 -0.1724844730195   -0.00374504832443 -0.2025128694212   -0.07890723250331 -0.1611421341061   
3.424335992413 0.07852878284503 -0.1710952206922   -0.003641876560049 -0.2002272215731   -0.07742923637632 -0.1602263351119   
3.487167845485 0.07681049422975 -0.1697241876017   -0.0035425193116 -0.1979980588386   -0.07598613541803 -0.1593103899754   
3.549999698556 0.07514840781359 -0.168370816947   -0.003446715748101 -0.195822805706   -0.07457685505103 -0.1583946829855   
3.612831551628 0.07354016511831 -0.1670345974571   -0.003354220352987 -0.1936990543471   -0.07320038119981 -0.1574795749929   
3.6756634047 0.07198353416115 -0.1657150610971   -0.003264802987877 -0.191624552147   -0.071855754404 -0.15656540507   
3.738495257772 0.07047639957004 -0.1644117804452   -0.003178248805212 -0.1895971902323   -0.070542064573 -0.1556524920115   
3.801327110844 0.06901675378598 -0.163124365861   -0.003094358040816 -0.1876149929034   -0.06925844634495 -0.1547411356959   
3.864158963915 0.06760268921806 -0.1618524625445   -0.003012945676388 -0.1856761078904   -0.06800407492605 -0.1538316183259   
3.926990816987 0.06623239122726 -0.1605957475601   -0.002933841023195 -0.183778797359   -0.06677816243166 -0.1529242055626   
3.989822670059 0.06490413184412 -0.1593539268907   -0.002856887212857 -0.1819214296052   -0.06557995461715 -0.1520191475639   
4.052654523131 0.06361626411678 -0.1581267325661   -0.002781940629058 -0.1801024713798   -0.06440872798389 -0.1511166799395   
4.115486376203 0.06236721701876 -0.1569139199034   -0.002708870290768 -0.1783204807933   -0.06326378721831 -0.1502170246281   
4.178318229274 0.06115549084347 -0.1557152648838   -0.002637557193685 -0.1765741007547   -0.06214446290899 -0.1493203907071   
