0.0314159265359 0.4750003990407 -1.12466961458   -0.4754324957894 -1.125309815636   
0.09424777960769 0.4364955695582 -1.091693029731   -0.4369872908001 -1.092272168127   
0.1570796326795 0.3978760617652 -1.055353140702   -0.3983107361028 -1.055869363392   
0.2199114857513 0.3608357802484 -1.017500825487   -0.3606962971193 -1.017592084006   
0.2827433388231 0.3257835535202 -0.9781347214419   -0.3259563354973 -0.9785418521781   
0.3455751918949 0.293669049475 -0.9392779989122   -0.2935221573551 -0.9393089797903   
0.4084070449667 0.2647297842983 -0.9010444148509   -0.2643682662279 -0.9008786007344   
0.4712388980385 0.238990538818 -0.8637897923524   -0.2386446331765 -0.8637093453712   
0.5340707511103 0.2163121553838 -0.8279498124624   -0.2160589806083 -0.828013645074   
0.5969026041821 0.1964447766506 -0.7938171929002   -0.1962504089051 -0.7939347777545   
0.6597344572539 0.1790905940221 -0.7615180359046   -0.1788974476251 -0.7615786668599   
0.7225663103257 0.163947939988 -0.7310638267738   -0.1637200610461 -0.7310052635517   
0.7853981633974 0.1507341781913 -0.7024042086869   -0.1504644901367 -0.7022238469686   
0.8482300164692 0.1391944964438 -0.6754611518626   -0.1388948896344 -0.6751985988307   
0.911061869541 0.1291033784099 -0.6501467357472   -0.1287921192196 -0.6498598946663   
0.9738937226128 0.120262962333 -0.6263709292288   -0.1199556461444 -0.6261165319961   
1.036725575685 0.112500410716 -0.6040444161886   -0.1122056183578 -0.6038662189129   
1.099557428756 0.1056651891026 -0.5830794305295   -0.1053838368447 -0.5830034061367   
1.162389281828 0.09962655616203 -0.5633900360178   -0.09935342449557 -0.5634245353185   
1.2252211349 0.09427131769225 -0.5448924060496   -0.09399746784164 -0.5450311874481   
1.288052987972 0.08950181626057 -0.5275052309846   -0.08921702975294 -0.5277316997159   
1.350884841044 0.08523411581853 -0.5111502118738   -0.08492888903301 -0.5114417549098   
1.413716694115 0.08139635075762 -0.4957525582736   -0.08106326552467 -0.4960843350317   
1.476548547187 0.07792722004324 -0.4812414197066   -0.07756169286259 -0.481589318692   
1.539380400259 0.07477461711564 -0.4675502075456   -0.07437512369902 -0.4678929088167   
1.602212253331 0.07189438955989 -0.4546167901863   -0.0714622980659 -0.454937007284   
1.665044106403 0.06924922518265 -0.4423835637189   -0.06878837235895 -0.4426686040071   
1.727875959474 0.06680765984399 -0.4307974123107   -0.06632378686043 -0.4310392153604   
1.790707812546 0.06454320167845 -0.4198095784717   -0.06404334162723 -0.420004386315   
1.853539665618 0.06243356466142 -0.4093754650415   -0.06192544813123 -0.4095232585172   
1.91637151869 0.06046000343775 -0.3994543897078   -0.05995152558708 -0.3995581999838   
