# nf=0.874721 TrSigmaG=0.293196 mom=[]
  0  4.86667e-07
  1    7.23e-06
  2   5.345e-05
  3  0.000283027
  4  0.00115791
  5   0.0038717
  6   0.0104693
  7     0.02359
  8    0.045005
  9   0.0732598
 10    0.103108
 11    0.126882
 12    0.137321
 13     0.13189
 14    0.113139
 15   0.0872774
 16   0.0607907
 17   0.0384249
 18      0.0221
 19   0.0116185
 20  0.00562581
 21  0.00250024
 22  0.00102516
 23  0.000393233
 24  0.000140227
 25  4.58133e-05
 26  1.43633e-05
 27  4.17333e-06
 28  1.24333e-06
 29     3.5e-07
 30  1.13333e-07
 31  4.33333e-08
 32  3.33333e-09
 33           0
 34           0
 35           0
 36           0
 37           0
 38           0
 39           0
