0.0314159 0.000252313 -0.00195715  -59.2951 -502.554  
110.05 -2.61411e-09 -0.00906131  5.50003 -0.273072  
110.113 -2.62533e-09 -0.00905617  5.50003 -0.272917  
110.176 -2.6365e-09 -0.00905103  5.50003 -0.272763  
110.238 -2.64761e-09 -0.0090459  5.50003 -0.272608  
110.301 -2.65868e-09 -0.00904078  5.50003 -0.272454  
110.364 -2.66969e-09 -0.00903566  5.50003 -0.2723  
110.427 -2.68066e-09 -0.00903055  5.50003 -0.272146  
110.49 -2.69157e-09 -0.00902544  5.50003 -0.271992  
110.553 -2.70243e-09 -0.00902034  5.50003 -0.271839  
110.615 -2.71325e-09 -0.00901524  5.50003 -0.271685  
110.678 -2.72401e-09 -0.00901016  5.50003 -0.271532  
110.741 -2.73473e-09 -0.00900507  5.50003 -0.271379  
110.804 -2.74539e-09 -0.00899999  5.50003 -0.271226  
110.867 -2.75601e-09 -0.00899492  5.50003 -0.271074  
110.93 -2.76657e-09 -0.00898985  5.50003 -0.270921  
110.992 -2.77709e-09 -0.00898479  5.50003 -0.270769  
111.055 -2.78756e-09 -0.00897974  5.50003 -0.270616  
111.118 -2.79798e-09 -0.00897469  5.50003 -0.270464  
111.181 -2.80836e-09 -0.00896964  5.50003 -0.270313  
111.244 -2.81868e-09 -0.0089646  5.50003 -0.270161  
111.307 -2.82896e-09 -0.00895957  5.50004 -0.270009  
111.369 -2.83919e-09 -0.00895454  5.50004 -0.269858  
111.432 -2.84937e-09 -0.00894952  5.50004 -0.269707  
111.495 -2.85951e-09 -0.00894451  5.50004 -0.269556  
111.558 -2.8696e-09 -0.0089395  5.50004 -0.269405  
111.621 -2.87964e-09 -0.00893449  5.50004 -0.269254  
111.684 -2.88963e-09 -0.00892949  5.50004 -0.269104  
111.746 -2.89958e-09 -0.0089245  5.50004 -0.268954  
111.809 -2.90949e-09 -0.00891951  5.50004 -0.268803  
111.872 -2.91934e-09 -0.00891453  5.50004 -0.268653  
111.935 -2.92915e-09 -0.00890955  5.50004 -0.268504  
111.998 -2.93892e-09 -0.00890458  5.50004 -0.268354  
112.061 -2.94864e-09 -0.00889962  5.50004 -0.268204  
112.123 -2.95831e-09 -0.00889465  5.50004 -0.268055  
112.186 -2.96794e-09 -0.0088897  5.50004 -0.267906  
112.249 -2.97753e-09 -0.00888475  5.50004 -0.267757  
112.312 -2.98706e-09 -0.00887981  5.50004 -0.267608  
112.375 -2.99656e-09 -0.00887487  5.50004 -0.267459  
112.438 -3.00601e-09 -0.00886994  5.50004 -0.267311  
112.5 -3.01542e-09 -0.00886501  5.50004 -0.267163  
112.563 -3.02478e-09 -0.00886009  5.50004 -0.267014  
112.626 -3.0341e-09 -0.00885517  5.50004 -0.266866  
112.689 -3.04337e-09 -0.00885026  5.50004 -0.266719  
112.752 -3.0526e-09 -0.00884535  5.50004 -0.266571  
112.815 -3.06179e-09 -0.00884045  5.50004 -0.266423  
112.877 -3.07093e-09 -0.00883556  5.50004 -0.266276  
112.94 -3.08003e-09 -0.00883067  5.50004 -0.266129  
113.003 -3.08909e-09 -0.00882578  5.50004 -0.265982  
113.066 -3.09811e-09 -0.00882091  5.50004 -0.265835  
113.129 -3.10708e-09 -0.00881603  5.50004 -0.265688  
113.192 -3.11601e-09 -0.00881117  5.50004 -0.265542  
113.254 -3.1249e-09 -0.0088063  5.50004 -0.265395  
113.317 -3.13375e-09 -0.00880145  5.50004 -0.265249  
113.38 -3.14255e-09 -0.00879659  5.50004 -0.265103  
113.443 -3.15132e-09 -0.00879175  5.50004 -0.264957  
113.506 -3.16004e-09 -0.00878691  5.50004 -0.264811  
113.569 -3.16872e-09 -0.00878207  5.50004 -0.264666  
113.631 -3.17736e-09 -0.00877724  5.50004 -0.26452  
113.694 -3.18596e-09 -0.00877241  5.50004 -0.264375  
113.757 -3.19452e-09 -0.00876759  5.50004 -0.26423  
113.82 -3.20303e-09 -0.00876278  5.50004 -0.264085  
113.883 -3.21151e-09 -0.00875797  5.50004 -0.26394  
113.946 -3.21995e-09 -0.00875317  5.50004 -0.263796  
114.008 -3.22834e-09 -0.00874837  5.50004 -0.263651  
114.071 -3.2367e-09 -0.00874357  5.50004 -0.263507  
114.134 -3.24502e-09 -0.00873879  5.50004 -0.263363  
114.197 -3.25329e-09 -0.008734  5.50004 -0.263219  
114.26 -3.26153e-09 -0.00872922  5.50004 -0.263075  
114.323 -3.26973e-09 -0.00872445  5.50004 -0.262931  
114.385 -3.27789e-09 -0.00871968  5.50004 -0.262787  
114.448 -3.286e-09 -0.00871492  5.50004 -0.262644  
114.511 -3.29408e-09 -0.00871016  5.50004 -0.262501  
114.574 -3.30213e-09 -0.00870541  5.50004 -0.262358  
114.637 -3.31013e-09 -0.00870067  5.50004 -0.262215  
114.7 -3.31809e-09 -0.00869592  5.50004 -0.262072  
114.762 -3.32602e-09 -0.00869119  5.50004 -0.26193  
114.825 -3.33391e-09 -0.00868646  5.50004 -0.261787  
114.888 -3.34176e-09 -0.00868173  5.50004 -0.261645  
114.951 -3.34957e-09 -0.00867701  5.50004 -0.261503  
115.014 -3.35735e-09 -0.00867229  5.50004 -0.261361  
115.077 -3.36508e-09 -0.00866758  5.50004 -0.261219  
115.139 -3.37278e-09 -0.00866288  5.50004 -0.261077  
115.202 -3.38044e-09 -0.00865818  5.50004 -0.260936  
115.265 -3.38807e-09 -0.00865348  5.50005 -0.260794  
115.328 -3.39566e-09 -0.00864879  5.50005 -0.260653  
115.391 -3.40321e-09 -0.0086441  5.50005 -0.260512  
115.454 -3.41073e-09 -0.00863942  5.50005 -0.260371  
115.516 -3.4182e-09 -0.00863475  5.50005 -0.260231  
115.579 -3.42565e-09 -0.00863008  5.50005 -0.26009  
115.642 -3.43305e-09 -0.00862541  5.50005 -0.25995  
115.705 -3.44042e-09 -0.00862075  5.50005 -0.259809  
115.768 -3.44776e-09 -0.0086161  5.50005 -0.259669  
115.831 -3.45505e-09 -0.00861145  5.50005 -0.259529  
115.893 -3.46232e-09 -0.0086068  5.50005 -0.259389  
115.956 -3.46954e-09 -0.00860216  5.50005 -0.25925  
116.019 -3.47673e-09 -0.00859753  5.50005 -0.25911  
116.082 -3.48389e-09 -0.0085929  5.50005 -0.258971  
116.145 -3.49101e-09 -0.00858827  5.50005 -0.258832  
116.208 -3.4981e-09 -0.00858365  5.50005 -0.258693  
116.27 -3.50515e-09 -0.00857904  5.50005 -0.258554  
116.333 -3.51217e-09 -0.00857443  5.50005 -0.258415  
116.396 -3.51915e-09 -0.00856982  5.50005 -0.258276  
116.459 -3.5261e-09 -0.00856522  5.50005 -0.258138  
116.522 -3.53301e-09 -0.00856062  5.50005 -0.258  
116.585 -3.53989e-09 -0.00855603  5.50005 -0.257862  
116.647 -3.54673e-09 -0.00855145  5.50005 -0.257724  
116.71 -3.55355e-09 -0.00854687  5.50005 -0.257586  
116.773 -3.56032e-09 -0.00854229  5.50005 -0.257448  
116.836 -3.56707e-09 -0.00853772  5.50005 -0.257311  
116.899 -3.57378e-09 -0.00853315  5.50005 -0.257173  
116.961 -3.58046e-09 -0.00852859  5.50005 -0.257036  
117.024 -3.5871e-09 -0.00852404  5.50005 -0.256899  
117.087 -3.59371e-09 -0.00851948  5.50005 -0.256762  
117.15 -3.60029e-09 -0.00851494  5.50005 -0.256625  
117.213 -3.60684e-09 -0.0085104  5.50005 -0.256489  
117.276 -3.61335e-09 -0.00850586  5.50005 -0.256352  
117.338 -3.61983e-09 -0.00850133  5.50005 -0.256216  
117.401 -3.62628e-09 -0.0084968  5.50005 -0.25608  
117.464 -3.63269e-09 -0.00849228  5.50005 -0.255944  
117.527 -3.63907e-09 -0.00848776  5.50005 -0.255808  
117.59 -3.64543e-09 -0.00848325  5.50005 -0.255672  
117.653 -3.65175e-09 -0.00847874  5.50005 -0.255536  
117.715 -3.65803e-09 -0.00847423  5.50005 -0.255401  
117.778 -3.66429e-09 -0.00846973  5.50005 -0.255265  
117.841 -3.67051e-09 -0.00846524  5.50005 -0.25513  
117.904 -3.67671e-09 -0.00846075  5.50005 -0.254995  
117.967 -3.68287e-09 -0.00845627  5.50005 -0.25486  
118.03 -3.689e-09 -0.00845179  5.50005 -0.254725  
118.092 -3.6951e-09 -0.00844731  5.50005 -0.254591  
118.155 -3.70117e-09 -0.00844284  5.50005 -0.254456  
118.218 -3.7072e-09 -0.00843838  5.50005 -0.254322  
118.281 -3.71321e-09 -0.00843392  5.50005 -0.254187  
118.344 -3.71919e-09 -0.00842946  5.50005 -0.254053  
118.407 -3.72513e-09 -0.00842501  5.50005 -0.253919  
118.469 -3.73105e-09 -0.00842056  5.50005 -0.253785  
118.532 -3.73694e-09 -0.00841612  5.50005 -0.253652  
118.595 -3.74279e-09 -0.00841168  5.50005 -0.253518  
118.658 -3.74862e-09 -0.00840725  5.50005 -0.253385  
118.721 -3.75441e-09 -0.00840282  5.50005 -0.253251  
118.784 -3.76018e-09 -0.0083984  5.50005 -0.253118  
118.846 -3.76592e-09 -0.00839398  5.50005 -0.252985  
118.909 -3.77162e-09 -0.00838957  5.50005 -0.252852  
118.972 -3.7773e-09 -0.00838516  5.50005 -0.252719  
119.035 -3.78295e-09 -0.00838075  5.50005 -0.252586  
119.098 -3.78857e-09 -0.00837635  5.50005 -0.252454  
119.161 -3.79416e-09 -0.00837195  5.50005 -0.252321  
119.223 -3.79972e-09 -0.00836756  5.50005 -0.252189  
119.286 -3.80525e-09 -0.00836318  5.50005 -0.252057  
119.349 -3.81075e-09 -0.0083588  5.50005 -0.251925  
119.412 -3.81623e-09 -0.00835442  5.50005 -0.251793  
119.475 -3.82168e-09 -0.00835005  5.50005 -0.251661  
119.538 -3.82709e-09 -0.00834568  5.50005 -0.251529  
119.6 -3.83248e-09 -0.00834131  5.50005 -0.251398  
119.663 -3.83785e-09 -0.00833695  5.50006 -0.251266  
119.726 -3.84318e-09 -0.0083326  5.50006 -0.251135  
119.789 -3.84849e-09 -0.00832825  5.50006 -0.251004  
119.852 -3.85376e-09 -0.0083239  5.50006 -0.250873  
119.915 -3.85901e-09 -0.00831956  5.50006 -0.250742  
119.977 -3.86424e-09 -0.00831523  5.50006 -0.250611  
120.04 -3.86943e-09 -0.0083109  5.50006 -0.25048  
120.103 -3.8746e-09 -0.00830657  5.50006 -0.25035  
120.166 -3.87974e-09 -0.00830225  5.50006 -0.250219  
120.229 -3.88486e-09 -0.00829793  5.50006 -0.250089  
120.292 -3.88994e-09 -0.00829361  5.50006 -0.249959  
120.354 -3.895e-09 -0.0082893  5.50006 -0.249829  
120.417 -3.90003e-09 -0.008285  5.50006 -0.249699  
120.48 -3.90504e-09 -0.0082807  5.50006 -0.249569  
120.543 -3.91002e-09 -0.0082764  5.50006 -0.24944  
120.606 -3.91497e-09 -0.00827211  5.50006 -0.24931  
120.669 -3.9199e-09 -0.00826782  5.50006 -0.249181  
120.731 -3.9248e-09 -0.00826354  5.50006 -0.249052  
120.794 -3.92967e-09 -0.00825926  5.50006 -0.248923  
120.857 -3.93452e-09 -0.00825499  5.50006 -0.248794  
120.92 -3.93934e-09 -0.00825072  5.50006 -0.248665  
120.983 -3.94414e-09 -0.00824645  5.50006 -0.248537  
121.046 -3.94891e-09 -0.00824219  5.50006 -0.248408  
121.108 -3.95365e-09 -0.00823794  5.50006 -0.24828  
121.171 -3.95837e-09 -0.00823368  5.50006 -0.248152  
121.234 -3.96306e-09 -0.00822944  5.50006 -0.248024  
121.297 -3.96773e-09 -0.00822519  5.50006 -0.247896  
121.36 -3.97238e-09 -0.00822095  5.50006 -0.247769  
121.423 -3.97699e-09 -0.00821672  5.50006 -0.247641  
121.485 -3.98158e-09 -0.00821249  5.50006 -0.247514  
121.548 -3.98615e-09 -0.00820826  5.50006 -0.247387  
121.611 -3.99069e-09 -0.00820404  5.50006 -0.24726  
121.674 -3.99521e-09 -0.00819983  5.50006 -0.247133  
121.737 -3.9997e-09 -0.00819561  5.50006 -0.247007  
121.8 -4.00417e-09 -0.0081914  5.50006 -0.24688  
121.862 -4.00862e-09 -0.0081872  5.50006 -0.246754  
121.925 -4.01303e-09 -0.008183  5.50006 -0.246628  
121.988 -4.01743e-09 -0.0081788  5.50006 -0.246502  
122.051 -4.0218e-09 -0.00817461  5.50006 -0.246376  
122.114 -4.02615e-09 -0.00817043  5.50006 -0.246251  
122.177 -4.03047e-09 -0.00816624  5.50006 -0.246126  
122.239 -4.03477e-09 -0.00816206  5.50006 -0.246  
122.302 -4.03904e-09 -0.00815789  5.50006 -0.245875  
122.365 -4.04329e-09 -0.00815372  5.50006 -0.24575  
122.428 -4.04752e-09 -0.00814955  5.50006 -0.245626  
122.491 -4.05172e-09 -0.00814539  5.50006 -0.245501  
122.554 -4.0559e-09 -0.00814124  5.50006 -0.245377  
122.616 -4.06006e-09 -0.00813708  5.50006 -0.245253  
122.679 -4.06419e-09 -0.00813293  5.50006 -0.245129  
122.742 -4.0683e-09 -0.00812879  5.50006 -0.245005  
122.805 -4.07239e-09 -0.00812465  5.50006 -0.244882  
122.868 -4.07645e-09 -0.00812051  5.50006 -0.244758  
122.931 -4.08049e-09 -0.00811638  5.50006 -0.244635  
122.993 -4.08451e-09 -0.00811225  5.50006 -0.244512  
123.056 -4.08851e-09 -0.00810813  5.50006 -0.244389  
123.119 -4.09248e-09 -0.00810401  5.50006 -0.244266  
123.182 -4.09643e-09 -0.0080999  5.50006 -0.244143  
123.245 -4.10036e-09 -0.00809578  5.50006 -0.244021  
123.308 -4.10426e-09 -0.00809168  5.50006 -0.243898  
123.37 -4.10814e-09 -0.00808757  5.50006 -0.243776  
123.433 -4.112e-09 -0.00808348  5.50006 -0.243653  
123.496 -4.11584e-09 -0.00807938  5.50006 -0.243531  
123.559 -4.11966e-09 -0.00807529  5.50006 -0.243409  
123.622 -4.12345e-09 -0.0080712  5.50006 -0.243287  
123.685 -4.12722e-09 -0.00806712  5.50006 -0.243165  
123.747 -4.13097e-09 -0.00806304  5.50006 -0.243043  
123.81 -4.1347e-09 -0.00805897  5.50006 -0.242922  
123.873 -4.13841e-09 -0.0080549  5.50006 -0.2428  
123.936 -4.1421e-09 -0.00805084  5.50006 -0.242678  
123.999 -4.14576e-09 -0.00804677  5.50006 -0.242557  
124.061 -4.1494e-09 -0.00804272  5.50006 -0.242435  
124.124 -4.15302e-09 -0.00803866  5.50006 -0.242314  
124.187 -4.15662e-09 -0.00803461  5.50006 -0.242192  
124.25 -4.1602e-09 -0.00803057  5.50006 -0.242071  
124.313 -4.16376e-09 -0.00802653  5.50006 -0.24195  
124.376 -4.1673e-09 -0.00802249  5.50006 -0.241828  
124.438 -4.17081e-09 -0.00801846  5.50006 -0.241707  
124.501 -4.17431e-09 -0.00801443  5.50006 -0.241586  
124.564 -4.17778e-09 -0.0080104  5.50006 -0.241464  
124.627 -4.18124e-09 -0.00800638  5.50007 -0.241343  
124.69 -4.18467e-09 -0.00800237  5.50007 -0.241222  
124.753 -4.18808e-09 -0.00799835  5.50007 -0.2411  
124.815 -4.19147e-09 -0.00799434  5.50007 -0.240979  
124.878 -4.19485e-09 -0.00799034  5.50007 -0.240858  
124.941 -4.1982e-09 -0.00798634  5.50007 -0.240736  
125.004 -4.20153e-09 -0.00798234  5.50007 -0.240615  
125.067 -4.20484e-09 -0.00797835  5.50007 -0.240493  
125.13 -4.20813e-09 -0.00797436  5.50007 -0.240372  
125.192 -4.2114e-09 -0.00797038  5.50007 -0.24025  
125.255 -4.21466e-09 -0.0079664  5.50007 -0.240129  
125.318 -4.21789e-09 -0.00796242  5.50007 -0.240007  
125.381 -4.2211e-09 -0.00795845  5.50007 -0.239885  
125.444 -4.22429e-09 -0.00795448  5.50007 -0.239763  
125.507 -4.22746e-09 -0.00795051  5.50007 -0.239642  
125.569 -4.23062e-09 -0.00794655  5.50007 -0.23952  
125.632 -4.23375e-09 -0.00794259  5.50007 -0.239398  
