#x	y
0.075	-0.027
0.192	-0.082
0.270	-0.138
0.436	-0.192
0.553	-0.243
0.710	-0.291
0.827	-0.337
0.905	-0.380
1.096	-0.421
1.174	-0.458
1.399	-0.492
1.442	-0.521
1.608	-0.548
1.838	-0.592
2.224	-0.643
2.683	-0.663
3.069	-0.666
4.246	-0.631
5.214	-0.574
6.176	-0.521
12.287	-0.306
14.290	-0.268
17.284	-0.226
20.278	-0.192
25.300	-0.157
28.416	-0.140
31.454	-0.127
34.380	-0.114
38.424	-0.102
41.511	-0.097
44.462	-0.090
48.501	-0.081
52.512	-0.076
56.492	-0.071
59.575	-0.066

