1.790707812546 0.1389728197771 -0.1990441204618   -0.0002722406431217 -0.27912405955   -0.1389959723387 -0.1974905872272   
1.853539665618 0.1353826444935 -0.1976135821804   -0.0002929139486053 -0.274624507026   -0.1355567956813 -0.1962841440695   
1.91637151869 0.1319429680709 -0.1961513200749   -0.0003248926685732 -0.2702567380012   -0.1322436463216 -0.1950601215072   
1.979203371762 0.1286442187493 -0.1946637144187   -0.0003657390518422 -0.2660166633701   -0.1290480235111 -0.1938201948958   
2.042035224833 0.1254776662669 -0.1931578754814   -0.0004134622942677 -0.2619012635463   -0.1259624940219 -0.1925662068103   
2.104867077905 0.1224353193819 -0.1916411274508   -0.0004664384666981 -0.2579081154545   -0.1229805442173 -0.1913001081177   
2.167698930977 0.119509838999 -0.1901206227644   -0.0005233412845185 -0.2540350574259   -0.120096445858 -0.1900239043961   
2.230530784049 0.1166944646924 -0.1886030674686   -0.0005830837337052 -0.2502799614941   -0.1173051368575 -0.1887396093711   
2.293362637121 0.1139829522809 -0.187094538164   -0.0006447696842463 -0.2466405877333   -0.1146021171302 -0.1874492059786   
2.356194490192 0.1113695207448 -0.1856003723893   -0.0007076545209542 -0.243114499978   -0.111983358747 -0.1861546149847   
2.419026343264 0.1088488067858 -0.1841251162935   -0.0007711135087467 -0.2396990263741   -0.1094452291989 -0.18485767068   
2.481858196336 0.106415825813 -0.1826725156946   -0.0008346168120688 -0.2363912517175   -0.1069844266583 -0.1835601029381   
2.544690049408 0.1040659380808 -0.1812455388883   -0.0008977099629828 -0.233188031454   -0.1045979256723 -0.1822635248296   
2.60752190248 0.1017948192969 -0.1798464216797   -0.0009599988754604 -0.2300860196087   -0.102282932136 -0.1809694249594   
2.670353755551 0.09959843466573 -0.1784767270059   -0.001021138397437 -0.2270817048424   -0.1000368460178 -0.1796791637293   
2.733185608623 0.09747301605914 -0.1771374131592   -0.001080823800708 -0.2241714503677   -0.09785723092726 -0.178393972788   
2.796017461695 0.09541504155775 -0.1758289060136   -0.001138784460354 -0.2213515346695   -0.09574178929846 -0.177114957009   
2.858849314767 0.09342121714116 -0.1745511718099   -0.001194779249124 -0.2186181909079   -0.09368834227704 -0.1758430984158   
