0.0314159265359 0.5101288654362 -0.06437466805012   -0.4629852245375 -0.9902381431003   -0.2934235132778 -0.1047646682774   
0.09424777960769 0.4952303594574 -0.09434313472705   -0.2934965703788 -0.9103485290417   -0.2819757151679 -0.1173454576793   
0.1570796326795 0.4775797945519 -0.1219904485938   -0.2101418744343 -0.8256554046196   -0.2748576167664 -0.1262602890133   
0.2199114857513 0.4603963217128 -0.1443144068723   -0.160642691867 -0.7595186690046   -0.2671422841929 -0.1351022950345   
0.2827433388231 0.4397168610354 -0.1656743612808   -0.1245786605351 -0.703853306701   -0.2610634951369 -0.1413557177592   
0.3455751918949 0.4192523200315 -0.1819708854829   -0.09805288508504 -0.6557791297749   -0.2544586644432 -0.1477230598173   
0.4084070449667 0.3998391523204 -0.1941330149183   -0.07861996104413 -0.6142414809352   -0.2472791342307 -0.153965925051   
0.4712388980385 0.3813345075785 -0.2036690101728   -0.06424023498257 -0.578333160541   -0.2399594878893 -0.159529414614   
0.5340707511103 0.3635630057125 -0.2114562328237   -0.0533790653215 -0.5471347324886   -0.2327914371161 -0.1642128706546   
0.5969026041821 0.3464804478084 -0.2178676396638   -0.04497020757965 -0.519809506482   -0.2258835003186 -0.1680725543672   
0.6597344572539 0.3301259887718 -0.2230468341248   -0.03830180636082 -0.4956597905893   -0.2192417968223 -0.1712567725994   
0.7225663103257 0.3145610249275 -0.227075118063   -0.03290465152868 -0.4741313285496   -0.2128359125907 -0.1739131901834   
0.7853981633974 0.2998341063041 -0.230040128053   -0.0284674663702 -0.4547928106159   -0.2066331551366 -0.1761557215792   
0.8482300164692 0.2859681130761 -0.2320513913155   -0.02477927807834 -0.4373092763673   -0.2006111954885 -0.1780616354558   
0.911061869541 0.2729599450971 -0.2332344511971   -0.02169230734816 -0.421417939821   -0.1947596939054 -0.1796796975281   
0.9738937226128 0.2607855367819 -0.2337197283659   -0.01909879298402 -0.4069090399752   -0.1890775646839 -0.1810400639521   
1.036725575685 0.249406199763 -0.233632750555   -0.01691676424461 -0.3936116915095   -0.1835692690381 -0.1821624104614   
1.099557428756 0.2387744243711 -0.2330876361016   -0.01508137967399 -0.3813838192253   -0.1782415734042 -0.1830615239081   
1.162389281828 0.2288384864193 -0.2321837177195   -0.01353965716188 -0.3701051336458   -0.1731012072348 -0.1837506600648   
1.2252211349 0.2195457839794 -0.2310045476352   -0.01224724188616 -0.3596722562089   -0.1681534072572 -0.1842432640058   
1.288052987972 0.2108450744145 -0.2296184646966   -0.01116638526645 -0.3499953157741   -0.1634011722171 -0.1845536224889   
1.350884841044 0.2026878492975 -0.2280800517625   -0.01026463916387 -0.3409955322569   -0.1588450243637 -0.1846968909186   
1.413716694115 0.1950290811375 -0.2264320009013   -0.009513969910119 -0.3326034552899   -0.1544830982168 -0.1846888026073   
1.476548547187 0.1878275310613 -0.2247070708426   -0.008890120454909 -0.3247576363406   -0.150311418868 -0.1845452570293   
1.539380400259 0.1810457706172 -0.2229299485012   -0.008372120180017 -0.3174035894714   -0.1463242711147 -0.1842819025989   
1.602212253331 0.1746500243074 -0.2211189154777   -0.007941885711009 -0.3104929475514   -0.142514594137 -0.1839137745065   
