0.0314159 0.510129 -0.0643747  2.38505 -0.0308498  -0.462985 -0.990238  2.53447 -0.114849  -0.293424 -0.104765  3.26174 -0.0442985  
0.0942478 0.49523 -0.0943431  2.38485 -0.0928161  -0.293497 -0.910349  2.53324 -0.244415  -0.281976 -0.117345  3.26186 -0.132758  
0.15708 0.47758 -0.12199  2.38302 -0.154235  -0.210142 -0.825655  2.53271 -0.341445  -0.274858 -0.12626  3.26158 -0.212106  
0.219911 0.460396 -0.144314  2.38536 -0.202518  -0.160643 -0.759519  2.5345 -0.416024  -0.267142 -0.135102  3.25925 -0.303533  
0.282743 0.439717 -0.165674  2.38545 -0.263706  -0.124579 -0.703853  2.53483 -0.483817  -0.261063 -0.141356  3.26167 -0.363733  
0.345575 0.419252 -0.181971  2.38317 -0.31566  -0.0980529 -0.655779  2.53607 -0.54724  -0.254459 -0.147723  3.25994 -0.428991  
0.408407 0.399839 -0.194133  2.37922 -0.35867  -0.07862 -0.614241  2.53924 -0.606087  -0.247279 -0.153966  3.25555 -0.498537  
0.471239 0.381335 -0.203669  2.37519 -0.397594  -0.0642402 -0.578333  2.54426 -0.660215  -0.239959 -0.159529  3.25162 -0.565481  
0.534071 0.363563 -0.211456  2.37225 -0.435427  -0.0533791 -0.547135  2.55065 -0.709862  -0.232791 -0.164213  3.24977 -0.626406  
0.596903 0.34648 -0.217868  2.37079 -0.473099  -0.0449702 -0.51981  2.5579 -0.755489  -0.225884 -0.168073  3.25014 -0.680969  
0.659734 0.330126 -0.223047  2.37064 -0.510467  -0.0383018 -0.49566  2.56557 -0.797603  -0.219242 -0.171257  3.2521 -0.730156  
0.722566 0.314561 -0.227075  2.37136 -0.547054  -0.0329047 -0.474131  2.57341 -0.836658  -0.212836 -0.173913  3.25486 -0.775185  
0.785398 0.299834 -0.23004  2.37249 -0.582418  -0.0284675 -0.454793  2.58126 -0.873012  -0.206633 -0.176156  3.25772 -0.81705  
0.84823 0.285968 -0.232051  2.37367 -0.616274  -0.0247793 -0.437309  2.58906 -0.906932  -0.200611 -0.178062  3.26022 -0.856412  
